[17:02:06] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:02:06] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:02:06] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:02:06] [main/DEBUG] [FML]: Injecting tracing printstreams for STDOUT/STDERR.
[17:02:06] [main/INFO] [FML]: Forge Mod Loader version 14.23.5.2854 for Minecraft 1.12.2 loading
[17:02:06] [main/INFO] [FML]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_172, running on Windows 10:amd64:10.0, installed at C:\Program Files\Java\jre1.8.0_172
[17:02:06] [main/DEBUG] [FML]: Java classpath at launch is:
[17:02:06] [main/DEBUG] [FML]:     forge-1.12.2-14.23.5.2854.jar
[17:02:06] [main/DEBUG] [FML]: Java library path at launch is:
[17:02:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\Sun\Java\bin
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS
[17:02:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[17:02:06] [main/DEBUG] [FML]:     C:\ProgramData\Oracle\Java\javapath
[17:02:06] [main/DEBUG] [FML]:     C:\Windows\system32
[17:02:06] [main/DEBUG] [FML]:     C:\Windows
[17:02:06] [main/DEBUG] [FML]:     C:\Windows\System32\Wbem
[17:02:06] [main/DEBUG] [FML]:     C:\Windows\System32\WindowsPowerShell\v1.0\
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\Wbem
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\WindowsPowerShell\v1.0\
[17:02:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\Windows Live\Shared
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\OpenSSH\
[17:02:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common
[17:02:06] [main/DEBUG] [FML]:     C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR
[17:02:06] [main/DEBUG] [FML]:     %SystemRoot%\system32
[17:02:06] [main/DEBUG] [FML]:     %SystemRoot%
[17:02:06] [main/DEBUG] [FML]:     %SystemRoot%\System32\Wbem
[17:02:06] [main/DEBUG] [FML]:     %SYSTEMROOT%\System32\WindowsPowerShell\v1.0\
[17:02:06] [main/DEBUG] [FML]:     %SYSTEMROOT%\System32\OpenSSH\
[17:02:06] [main/DEBUG] [FML]:     
[17:02:06] [main/DEBUG] [FML]:     C:\Users\Talz\AppData\Local\Microsoft\WindowsApps
[17:02:06] [main/DEBUG] [FML]:     .
[17:02:06] [main/DEBUG] [FML]: Determined Minecraft Libraries Root: C:\Users\Talz\Desktop\Server\RLCraft+Server+Pack+1.12.2+-+Beta+v2.8.2\libraries
[17:02:06] [main/DEBUG] [FML]: Cleaning up mods folder: .\mods
[17:02:06] [main/DEBUG] [FML]: Examining file: # LibLoader.jar
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 764 defiledlands:tools/ravaging_shovel net.minecraftforge.oredict.ShapedOreRecipe@4e501f59
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 765 defiledlands:tools/ravaging_pickaxe net.minecraftforge.oredict.ShapedOreRecipe@eadcc7a
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 766 defiledlands:tools/ravaging_axe net.minecraftforge.oredict.ShapedOreRecipe@c7ab8d7
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 767 defiledlands:tools/concussion_smasher net.minecraftforge.oredict.ShapedOreRecipe@7f330a03
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 768 defiledlands:tools/book_wyrm_analyzer net.minecraftforge.oredict.ShapedOreRecipe@56591deb
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 769 defiledlands:tools/blastem_fruit_blazing net.minecraftforge.oredict.ShapelessOreRecipe@3e9868c2
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 770 defiledlands:storage/umbrium_nugget_combine net.minecraftforge.oredict.ShapedOreRecipe@16303341
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 771 defiledlands:storage/umbrium_nugget net.minecraftforge.oredict.ShapelessOreRecipe@4d57d63a
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 772 defiledlands:storage/umbrium_block_uncraft net.minecraftforge.oredict.ShapelessOreRecipe@5b23842c
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 773 defiledlands:storage/umbrium_block net.minecraftforge.oredict.ShapedOreRecipe@68cb4862
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 774 defiledlands:storage/scarlite_block_uncraft net.minecraftforge.oredict.ShapelessOreRecipe@790a46db
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 775 defiledlands:storage/scarlite_block net.minecraftforge.oredict.ShapedOreRecipe@5edbce03
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 776 defiledlands:storage/hephaestite_block_uncraft net.minecraftforge.oredict.ShapelessOreRecipe@787ec248
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 777 defiledlands:storage/hephaestite_block net.minecraftforge.oredict.ShapedOreRecipe@d6e03d9
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 778 defiledlands:misc/torch_hephaestite com.chaosthedude.realistictorches.handler.NullReplacementRecipe@3708a789
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 779 defiledlands:misc/pellet_umbrium net.minecraftforge.oredict.ShapedOreRecipe@122c8ae3
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 780 defiledlands:misc/pellet_spiked net.minecraftforge.oredict.ShapedOreRecipe@7722a74a
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 781 defiledlands:misc/pellet_ravaging_upgrade net.minecraftforge.oredict.ShapelessOreRecipe@449d32c
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 782 defiledlands:misc/pellet_ravaging net.minecraftforge.oredict.ShapedOreRecipe@6514f6ea
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 783 defiledlands:misc/idol_sorrow net.minecraftforge.oredict.ShapedOreRecipe@3d185fe5
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 784 defiledlands:misc/healing_pad net.minecraftforge.oredict.ShapedOreRecipe@4703e822
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 785 defiledlands:misc/foul_candy net.minecraft.item.crafting.ShapelessRecipes@70bed891
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 786 defiledlands:misc/calling_stone net.minecraftforge.oredict.ShapedOreRecipe@38ebaf5a
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 787 defiledlands:misc/arrow_vilespine net.minecraftforge.oredict.ShapedOreRecipe@6b95e7d9
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 789 defiledlands:material/sandstone_defiled net.minecraftforge.oredict.ShapedOreRecipe@f43d37e
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 790 defiledlands:material/remorseful_gem net.minecraftforge.oredict.ShapedOreRecipe@16d2caee
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 791 defiledlands:material/ravaging_ingot net.minecraftforge.oredict.ShapedOreRecipe@50733c1a
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 792 defiledlands:material/defilement_powder net.minecraft.item.crafting.ShapelessRecipes@9c69dad
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 793 defiledlands:decoration/wood_defiled_slab_tenebra_uncraft net.minecraftforge.oredict.ShapedOreRecipe@19cd76ba
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 794 defiledlands:decoration/wood_defiled_slab_tenebra net.minecraftforge.oredict.ShapedOreRecipe@3a0121ad
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 795 defiledlands:decoration/tenebra_stairs_uncraft net.minecraftforge.oredict.ShapedOreRecipe@9ee4fc5
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 796 defiledlands:decoration/tenebra_stairs net.minecraftforge.oredict.ShapedOreRecipe@55af262f
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 797 defiledlands:decoration/tenebra_door net.minecraftforge.oredict.ShapedOreRecipe@32724c9
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 798 defiledlands:decoration/stone_defiled_stairs_uncraft net.minecraftforge.oredict.ShapedOreRecipe@55f907fb
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 799 defiledlands:decoration/stone_defiled_stairs net.minecraftforge.oredict.ShapedOreRecipe@10a9b355
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 800 defiledlands:decoration/stone_defiled_slab_stone_uncraft net.minecraftforge.oredict.ShapedOreRecipe@387190d4
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 801 defiledlands:decoration/stone_defiled_slab_stone net.minecraftforge.oredict.ShapedOreRecipe@4989fd17
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 802 defiledlands:decoration/stone_defiled_slab_sandstone_uncraft net.minecraftforge.oredict.ShapedOreRecipe@26f7f634
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 803 defiledlands:decoration/stone_defiled_slab_sandstone net.minecraftforge.oredict.ShapedOreRecipe@57a8d21
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 804 defiledlands:decoration/stone_defiled_slab_bricks_uncraft net.minecraftforge.oredict.ShapedOreRecipe@2e21d4a8
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 805 defiledlands:decoration/stone_defiled_slab_bricks net.minecraftforge.oredict.ShapedOreRecipe@1399dc36
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 806 defiledlands:decoration/stone_defiled_mossy net.minecraftforge.oredict.ShapelessOreRecipe@2c293e7e
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 807 defiledlands:decoration/stone_defiled_bricks_stairs_uncraft net.minecraftforge.oredict.ShapedOreRecipe@62075f03
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 808 defiledlands:decoration/stone_defiled_bricks_stairs net.minecraftforge.oredict.ShapedOreRecipe@27ba576d
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 809 defiledlands:decoration/stone_defiled_bricks_mossy_alt net.minecraftforge.oredict.ShapedOreRecipe@8130a00
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 810 defiledlands:decoration/stone_defiled_bricks_mossy net.minecraftforge.oredict.ShapelessOreRecipe@7f14302
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 811 defiledlands:decoration/stone_defiled_bricks net.minecraftforge.oredict.ShapedOreRecipe@4c9015a5
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 812 defiledlands:decoration/sandstone_defiled_stairs_uncraft net.minecraftforge.oredict.ShapedOreRecipe@1ce0c7f5
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 813 defiledlands:decoration/sandstone_defiled_stairs net.minecraftforge.oredict.ShapedOreRecipe@2a34ee14
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 814 defiledlands:decoration/ravaging_stone net.minecraftforge.oredict.ShapedOreRecipe@7d3fc709
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 815 defiledlands:decoration/ravaging_bricks net.minecraftforge.oredict.ShapedOreRecipe@41421128
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 816 defiledlands:baubles/scarlite_ring net.minecraftforge.oredict.ShapedOreRecipe@2e89c096
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 817 defiledlands:baubles/phytoprostasia_amulet net.minecraftforge.oredict.ShapedOreRecipe@18dae9a2
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 818 defiledlands:armor/umbrium_leggings net.minecraftforge.oredict.ShapedOreRecipe@3e93a4fb
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 819 defiledlands:armor/umbrium_helmet net.minecraftforge.oredict.ShapedOreRecipe@2c3f7081
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 820 defiledlands:armor/umbrium_chestplate net.minecraftforge.oredict.ShapedOreRecipe@78a6041e
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 821 defiledlands:armor/umbrium_boots net.minecraftforge.oredict.ShapedOreRecipe@47f05763
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 822 defiledlands:armor/scale_leggings net.minecraftforge.oredict.ShapedOreRecipe@689898b2
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 823 defiledlands:armor/scale_helmet net.minecraftforge.oredict.ShapedOreRecipe@4f596741
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 824 defiledlands:armor/scale_golden_leggings net.minecraftforge.oredict.ShapedOreRecipe@49ff7fb0
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 825 defiledlands:armor/scale_golden_helmet net.minecraftforge.oredict.ShapedOreRecipe@18f5976a
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 826 defiledlands:armor/scale_golden_chestplate net.minecraftforge.oredict.ShapedOreRecipe@4008b1ad
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 827 defiledlands:armor/scale_golden_boots net.minecraftforge.oredict.ShapedOreRecipe@38c547ae
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 828 defiledlands:armor/scale_chestplate net.minecraftforge.oredict.ShapedOreRecipe@53bec4c4
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 829 defiledlands:armor/scale_boots net.minecraftforge.oredict.ShapedOreRecipe@4031bbe0
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 830 traverse:fir_boat net.minecraft.item.crafting.ShapedRecipes@70e7010f
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 831 traverse:red_rock_furnace net.minecraft.item.crafting.ShapedRecipes@43637573
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 832 traverse:fir_stairs net.minecraft.item.crafting.ShapedRecipes@6e745d60
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 833 traverse:fir_fence_gate net.minecraft.item.crafting.ShapedRecipes@3bd19343
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 834 traverse:crag_rock_cobblestone net.minecraft.item.crafting.ShapedRecipes@39c2e942
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 835 traverse:red_rock_cobblestone_smalldust net.minecraft.item.crafting.ShapelessRecipes@2a4bfb42
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 836 traverse:red_rock_brick_slab net.minecraft.item.crafting.ShapedRecipes@3f089580
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 837 traverse:crag_rock_cobblestone_stairs net.minecraft.item.crafting.ShapedRecipes@d73c17e
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 838 traverse:red_rock_slab net.minecraft.item.crafting.ShapedRecipes@2f7a9385
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 839 traverse:fir_fence net.minecraft.item.crafting.ShapedRecipes@1b7886ca
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 840 traverse:crag_rock_cobblestone_slab net.minecraft.item.crafting.ShapedRecipes@5f67835b
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 841 traverse:red_rock_cobblestone_wall net.minecraft.item.crafting.ShapedRecipes@384c336
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 842 traverse:red_rock_brick net.minecraft.item.crafting.ShapedRecipes@d397fdd
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 843 traverse:fir_slab net.minecraft.item.crafting.ShapedRecipes@3327b5b0
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 844 traverse:crag_rock_slab net.minecraft.item.crafting.ShapedRecipes@3ea0ac57
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 845 traverse:fir_door net.minecraft.item.crafting.ShapedRecipes@203260fc
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 846 traverse:crag_rock_cobblestone_wall net.minecraft.item.crafting.ShapedRecipes@38ac8fc5
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 847 traverse:crag_rock_brick_slab net.minecraft.item.crafting.ShapedRecipes@5e4bf067
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 848 traverse:crag_rock_brick_stairs net.minecraft.item.crafting.ShapedRecipes@f8d7d92
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 849 traverse:crag_rock_brick net.minecraft.item.crafting.ShapedRecipes@44274958
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 851 traverse:red_rock_chiseled_brick net.minecraft.item.crafting.ShapedRecipes@212e702
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 852 traverse:blue_rock_furnace net.minecraft.item.crafting.ShapedRecipes@14019bc6
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 853 traverse:red_rock_brick_stairs net.minecraft.item.crafting.ShapedRecipes@68048dde
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 854 traverse:red_rock_cobblestone net.minecraft.item.crafting.ShapedRecipes@5a9cb613
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 855 traverse:crag_rock_chiseled_brick net.minecraft.item.crafting.ShapedRecipes@6ade6631
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 856 traverse:red_rock_cobblestone_slab net.minecraft.item.crafting.ShapedRecipes@756618f1
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 857 traverse:red_rock_cobblestone_stairs net.minecraft.item.crafting.ShapedRecipes@7856f201
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 858 sereneseasons:season_sensor net.minecraftforge.oredict.ShapedOreRecipe@5f5b4003
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 859 sereneseasons:season_clock net.minecraftforge.oredict.ShapedOreRecipe@4b0fefde
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 861 familiarfauna:bug_net net.minecraftforge.oredict.ShapedOreRecipe@151e27f8
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 862 familiarfauna:bug_habitat net.minecraftforge.oredict.ShapedOreRecipe@76059d8d
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 864 firstaid:morphine net.minecraft.item.crafting.ShapelessRecipes@6628d5a9
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 866 foodexpansion:spidersoup net.minecraftforge.oredict.ShapelessOreRecipe@60172a2d
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 867 foodexpansion:netherwartsoup net.minecraftforge.oredict.ShapelessOreRecipe@599b456
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 868 foodexpansion:melonsalad net.minecraftforge.oredict.ShapelessOreRecipe@41d98ad1
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 869 foodexpansion:lollipop net.minecraftforge.oredict.ShapedOreRecipe@2a38612c
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 870 foodexpansion:jelly net.minecraftforge.oredict.ShapelessOreRecipe@194bb7f7
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 871 foodexpansion:dough net.minecraftforge.oredict.ShapelessOreRecipe@3c0a22a7
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 872 foodexpansion:compressedflesh net.minecraftforge.oredict.ShapelessOreRecipe@508429b0
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 873 foodexpansion:chocolatebar net.minecraftforge.oredict.ShapelessOreRecipe@24e6b09a
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 874 foodexpansion:carrotseedsoup net.minecraftforge.oredict.ShapelessOreRecipe@51b14fdf
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 875 foodexpansion:carrotpie net.minecraftforge.oredict.ShapelessOreRecipe@26f1e180
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 876 foodexpansion:cactusfruit net.minecraftforge.oredict.ShapelessOreRecipe@59e3799d
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 877 foodexpansion:blazecream net.minecraftforge.oredict.ShapelessOreRecipe@387e78bc
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 878 foodexpansion:beetrootnoodles net.minecraftforge.oredict.ShapelessOreRecipe@17054265
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 879 foodexpansion:baconandegg net.minecraftforge.oredict.ShapelessOreRecipe@2f3f5562
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 880 foodexpansion:bacon net.minecraftforge.oredict.ShapelessOreRecipe@6208f782
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 883 grapplemod:grapplebow net.minecraft.item.crafting.ShapelessRecipes@5c5eb872
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 895 iceandfire:wither_shard net.minecraftforge.oredict.ShapelessOreRecipe@66fca15c
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 896 iceandfire:troll_tusk_bonemeal net.minecraftforge.oredict.ShapelessOreRecipe@4b5a1487
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 897 iceandfire:tide_teal_leggings net.minecraftforge.oredict.ShapedOreRecipe@1636b2f5
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 898 iceandfire:tide_teal_helmet net.minecraftforge.oredict.ShapedOreRecipe@36e131e8
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 899 iceandfire:tide_teal_chestplate net.minecraftforge.oredict.ShapedOreRecipe@1beef330
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 900 iceandfire:tide_teal_boots net.minecraftforge.oredict.ShapedOreRecipe@6aa8870c
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 901 iceandfire:tide_red_leggings net.minecraftforge.oredict.ShapedOreRecipe@50144731
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 902 iceandfire:tide_red_helmet net.minecraftforge.oredict.ShapedOreRecipe@12f8dcf6
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 903 iceandfire:tide_red_chestplate net.minecraftforge.oredict.ShapedOreRecipe@66dc5976
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 904 iceandfire:tide_red_boots net.minecraftforge.oredict.ShapedOreRecipe@35ac22ad
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 905 iceandfire:tide_purple_leggings net.minecraftforge.oredict.ShapedOreRecipe@56589c70
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 906 iceandfire:tide_purple_helmet net.minecraftforge.oredict.ShapedOreRecipe@3fc3956f
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 907 iceandfire:tide_purple_chestplate net.minecraftforge.oredict.ShapedOreRecipe@29f663b7
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 908 iceandfire:tide_purple_boots net.minecraftforge.oredict.ShapedOreRecipe@65595355
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 909 iceandfire:tide_green_leggings net.minecraftforge.oredict.ShapedOreRecipe@6917e176
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 910 iceandfire:tide_green_helmet net.minecraftforge.oredict.ShapedOreRecipe@48885bb4
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 911 iceandfire:tide_green_chestplate net.minecraftforge.oredict.ShapedOreRecipe@56f13111
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 912 iceandfire:tide_green_boots net.minecraftforge.oredict.ShapedOreRecipe@66bd7643
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 913 iceandfire:tide_deepblue_leggings net.minecraftforge.oredict.ShapedOreRecipe@689b2a0e
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 914 iceandfire:tide_deepblue_helmet net.minecraftforge.oredict.ShapedOreRecipe@16d4672c
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 915 iceandfire:tide_deepblue_chestplate net.minecraftforge.oredict.ShapedOreRecipe@1b53d60a
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 916 iceandfire:tide_deepblue_boots net.minecraftforge.oredict.ShapedOreRecipe@526793bc
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 917 iceandfire:tide_bronze_leggings net.minecraftforge.oredict.ShapedOreRecipe@5ad632bb
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 918 iceandfire:tide_bronze_helmet net.minecraftforge.oredict.ShapedOreRecipe@31ceda7d
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 919 iceandfire:tide_bronze_chestplate net.minecraftforge.oredict.ShapedOreRecipe@c308123
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 920 iceandfire:tide_bronze_boots net.minecraftforge.oredict.ShapedOreRecipe@62766fda
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 921 iceandfire:tide_blue_leggings net.minecraftforge.oredict.ShapedOreRecipe@4fd14d28
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 922 iceandfire:tide_blue_helmet net.minecraftforge.oredict.ShapedOreRecipe@504c5595
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 923 iceandfire:tide_blue_chestplate net.minecraftforge.oredict.ShapedOreRecipe@66a7241e
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 924 iceandfire:tide_blue_boots net.minecraftforge.oredict.ShapedOreRecipe@62e669e8
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 925 iceandfire:stymphalian_arrow net.minecraftforge.oredict.ShapedOreRecipe@422597b9
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 926 iceandfire:silver_sword net.minecraftforge.oredict.ShapedOreRecipe@111546f7
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 927 iceandfire:silver_spade net.minecraftforge.oredict.ShapedOreRecipe@63de7679
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 928 iceandfire:silver_pile net.minecraftforge.oredict.ShapelessOreRecipe@43631078
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 929 iceandfire:silver_pickaxe net.minecraftforge.oredict.ShapedOreRecipe@1d17ceec
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 930 iceandfire:silver_leggings net.minecraftforge.oredict.ShapedOreRecipe@2f24a1f
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 931 iceandfire:silver_ingot_to_nuggets net.minecraftforge.oredict.ShapelessOreRecipe@4872f157
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 932 iceandfire:silver_ingot net.minecraftforge.oredict.ShapelessOreRecipe@2efda20f
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 933 iceandfire:silver_hoe net.minecraftforge.oredict.ShapedOreRecipe@af0d69e
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 934 iceandfire:silver_helmet net.minecraftforge.oredict.ShapedOreRecipe@7897d833
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 935 iceandfire:silver_chestplate net.minecraftforge.oredict.ShapedOreRecipe@3a833b60
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 936 iceandfire:silver_boots net.minecraftforge.oredict.ShapedOreRecipe@e36200a
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 937 iceandfire:silver_block_to_ingots net.minecraft.item.crafting.ShapelessRecipes@13c340bf
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 938 iceandfire:silver_block net.minecraftforge.oredict.ShapelessOreRecipe@2a3e8dd5
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 939 iceandfire:silver_axe net.minecraftforge.oredict.ShapedOreRecipe@7baa1efc
[17:03:08] [Server thread/TRACE] [FML]:   Registry: 940 iceandfire:sickly_dragonmeal net.minecraftforge.oredict.ShapedOreRecipe@cd3b9d3
